Gene1	Gene2
P62829	P62910
P08621	P62314
P18124	P62851
P32780	Q13889
P25398	P23396
P09661	Q01081
P50914	P62857
Q02543	P63220
O94906	P62316
P32969	P62841
O00217	P49821
P62979	P23396
O94906	P09661
P46777	P05388
P61513	P32969
P68104	P46777
P62899	P36578
P18621	P63220
P68104	P62888
Q9Y265	Q6ZRS2
P36578	P39019
P27635	P62854
P62750	P63220
P08708	P62861
P25398	P61247
P35268	P62277
P62750	P08865
Q10567	P61966
Q71U36	Q9BUF5
P05386	P61247
P61313	P62277
Q12874	P09012
O60244	Q9NVC6
P28072	P28062
P13639	P62424
P68366	Q13509
P40938	P40937
Q14103	P09651
P35268	Q02878
P62829	P62979
P62750	P62263
P84098	P25398
P36578	P62857
P05386	P63220
P25705	P06576
P83731	P62979
P62829	P61247
P46778	P35268
P04843	P04844
P62873	P63096
P36578	P63220
Q9Y333	P62314
Q02543	P62910
P35268	P46776
P62841	P62273
P68104	P13639
P13639	P62249
P35268	P62750
P35268	P62249
P05387	P08865
P35268	P18124
P05388	P62753
O75489	P49821
P05387	P62263
P31943	Q9BUJ2
P38159	Q15393
O75489	P03915
P62195	P20618
P25398	P62979
P09622	P11182
O43172	P09661
P17980	P28074
P62829	P62851
Q09028	O60264
P18621	P47914
O60244	Q9Y2X0
P63220	P23396
P55884	O15371
P07910	Q15287
P05388	P62854
P55884	P60228
P62854	P62861
O60925	Q99471
P35268	P61247
P38159	Q15459
Q6IAA8	Q9Y2Q5
P68104	P32969
Q02878	P37108
P35268	P62888
P35268	P62854
Q14203	Q13561
P35268	P23396
P62873	P04899
P21283	P36543
P51948	P32780
O43172	P08579
P35268	P62424
Q8WVB6	Q9BVC3
Q99436	O00231
P62277	P62851
P60842	P23588
Q9BQE3	Q9BUF5
P68104	P08865
P46778	P05388
Q9Y5K8	Q13488
P08238	P08107
P49790	Q7Z3B4
P08621	Q13242
Q8WVB6	P35250
P36578	P05388
P43686	Q06323
Q71U36	Q13509
Q00839	Q16629
P52597	Q07955
P36578	P25398
Q14103	P14866
P62263	P62273
Q15054	P09884
P60842	Q14240
Q13435	P62314
Q71U36	P68366
Q02878	P62917
P68104	P30050
P68366	P68371
P25789	P28062
Q9NPF5	Q15906
P35268	P62753
Q09028	Q15022
Q99459	O75934
Q99459	P62314
P63173	P62851
P52597	P26368
Q9BUJ2	P52597
P18621	P25398
P06576	P30049
Q14103	O43390
P13639	P36578
O43674	Q9Y6M9
O75251	P03915
P68363	Q13509
Q96S52	Q969N2
P13639	P62244
Q99459	Q9UMS4
Q99436	P48556
Q9NVC6	Q9H204
Q9Y5K8	Q9UI12
P25705	P48047
Q15393	Q07955
O94906	Q01081
P31943	O43390
P42766	Q02878
P27635	P39023
P05386	P39019
P13639	P62906
Q9P086	O60244
P68366	Q13885
P31943	P38159
Q05519	Q16629
P62906	P05388
P13639	P50914
P07910	O43390
Q15459	P09012
Q7Z460	O43264
P31943	P14866
P35268	P08865
Q15459	Q01081
P68104	P46778
Q15393	P09012
Q14103	P26599
P08559	O00330
P13639	Q02878
O60244	Q9NPJ6
P48444	O14579
Q07864	P49642
Q13503	Q9NPJ6
P62888	Q9Y3U8
P61978	Q15393
P06576	P48047
P11940	P46777
P13639	P46777
P68104	P62847
Q93074	Q9Y2X0
P46778	P62888
P43686	Q9UL46
P62273	P46781
P49459	P62987
O60645	Q8IYI6
Q99436	P55036
Q9UIG0	P51532
Q9UKN8	Q969F1
P31943	P26368
Q9Y265	Q15906
O14497	Q12824
P13861	P22694
P18859	P56134
P11940	P63220
P51531	Q969G3
P68104	P18621
P35268	P08708
P26599	P22626
P49821	P03915
P52597	P38159
P62913	Q9Y3U8
P33176	Q07866
O60645	Q8TAG9
P68104	P62249
P68104	P62753
Q15459	Q15427
P38159	P52272
P46783	P08865
Q9BQE3	Q13509
P36578	P46781
P51610	P62136
P13639	Q07020
P35268	P62979
P09661	Q07955
P09012	P35269
Q9Y230	Q15906
P39023	P05388
P60228	Q9UBQ5
P46783	P62081
P26373	P62081
P68104	P62263
Q9BUJ2	P38159
P32780	Q92759
P26599	Q13243
O43390	Q15393
P46778	P62841
P68104	P61247
Q9P086	Q93074
Q93074	O75586
Q9BWJ5	P09012
P39019	P08865
P35268	P62847
P39019	P62851
P62913	P62917
P26599	P09651
Q9NVC6	Q13503
P62873	P08754
Q9Y5Q8	Q969F1
P06730	Q15056
P62841	P62249
Q15459	P62314
Q13243	Q01081
Q00839	Q05519
P07910	P26368
P62913	P05388
P15313	Q13488
Q12874	P35269
P62913	P39023
O60244	Q6P2C8
P84098	Q9Y3U8
P07910	Q15029
P42766	P62081
Q9Y3U8	Q02878
P62841	P08708
P28072	Q9UNM6
Q99459	P30050
P52597	P61978
Q00839	P51991
P63220	P62273
P13639	P61247
P28340	P35244
Q8NI27	Q13838
P62277	P62857
Q99459	Q07955
P11940	P62857
P15880	P46781
P13639	P62701
P52732	Q12840
P62750	P62857
P08708	P62241
Q08211	P84103
P26599	P51991
P07910	P38159
P62249	P62081
O14802	Q9NW08
P68104	P39019
O95169	Q9NX14
P08708	P62081
P35268	P39019
Q9UHV7	O60244
P38159	O43390
P17980	P28062
P08708	P61247
P31943	P51991
P62899	P42766
P62841	P62753
Q6P2Q9	P09661
P08621	P26368
P07910	Q15459
Q08211	Q07955
P27635	P62888
P14866	P51991
P35268	P62899
P62861	P62753
Q9Y3B4	P62316
O43181	O75380
Q02543	P05388
Q00839	P09012
Q9Y3B4	P08579
Q99459	P09661
Q9UI09	P28331
P62888	P05388
P62277	P62861
P40306	P28072
P42766	P08865
Q96KP1	Q8TAG9
P53597	Q9P2R7
Q13347	Q9UBQ5
P62244	P62841
Q99613	P62701
P07910	P52272
O60244	Q96G25
P52597	O43390
Q00839	P62314
P18621	P05388
O14497	Q96GM5
P27635	P46776
P28331	P56181
P09661	Q9BWJ5
P31943	P08621
Q9H9F9	Q9Y265
P61978	Q00839
P51610	Q15291
Q9Y3U8	P62424
P46783	P62851
P27635	P62917
P62750	P62861
P61978	P26368
Q96FV9	Q13838
P10809	P11021
Q96L91	Q9Y265
Q92769	Q86YP4
P68363	Q9BQE3
P05388	P62263
P62913	P46781
Q9Y5S9	P62306
P28340	P15927
O60244	Q9BUE0
P09622	P10515
P05388	P46782
P08708	P62851
P22626	P62314
P13639	P46778
Q99459	P62316
Q08211	P52597
Q9UHV7	Q9Y2X0
Q9UI09	Q9Y6M9
P62841	P62854
P19388	Q9H1D9
Q9Y2X0	Q9BUE0
Q9Y6M9	O96000
P46776	P62861
P62263	P62851
P61313	P63220
P62847	P46781
P61978	Q15459
P46777	P46781
P38606	Q16864
O95299	P19404
P46778	Q9Y3U8
P46783	P39019
Q16718	P03915
P52597	P52272
Q9Y3B4	P09651
Q93074	Q6P2C8
P46783	P62273
P84098	P37108
P62750	P42766
P08708	P23396
P46783	P62241
P08708	P62701
Q9Y3U8	P18124
Q9Y5K8	Q93050
Q9BWJ5	P62314
Q9Y3U8	P62249
P62249	P62273
P62273	P23396
Q16629	P26368
Q92769	Q12824
P50914	P62081
Q9Y5K8	Q9Y487
Q86YP4	Q09028
P68366	Q99867
P62277	P46781
P46777	P46783
P62917	P62277
Q08211	Q15029
P28340	P27694
Q07020	P42766
P35637	P51991
P00338	P07195
Q13503	Q9H204
P62841	P62847
Q93074	Q13503
P30050	P35268
Q9H0E3	Q12962
Q13435	P62318
Q9BQE3	Q99867
Q99459	P62851
P05388	P08865
Q86V81	P67809
P05386	P62851
P39019	P60866
P60842	P62854
Q9Y3U8	P63173
P35998	P61289
Q07020	P63173
P62888	P63220
Q9Y3U8	P62857
Q86YP4	Q16576
Q8N684	P09651
P42766	P62424
Q16795	Q9UI09
P11940	P36578
P62195	P28070
O75643	P67809
Q99459	P23246
P62851	P62081
P61247	P46781
P13639	P62829
Q9Y3U8	P62841
P68363	P40227
P62841	P23396
P05388	P62851
P27635	P62750
P27635	P63173
Q9Y3U8	P62847
P62841	P62857
P13639	P18124
Q9P0J0	P03915
P46783	P61247
Q00839	O43172
P46778	P63173
Q00839	P08621
P61978	P62314
P62851	P62854
P11940	P62424
P61978	P52272
P28070	Q16401
P17568	O96000
Q16795	O95169
Q15427	Q9BWJ5
P36543	Q93050
P11940	P26373
P42766	P39019
O96019	Q9Y5K5
Q93074	Q9NPJ6
P46776	P15880
Q9Y4Z0	Q9Y4Y9
Q13155	O43324
P49821	P03886
P49642	P49643
P17980	P35998
P17980	P25786
P62195	P25786
P35998	P25788
P62195	P25788
P35998	P25789
P62195	P25789
P17980	P28066
P62195	P28066
P25788	P28066
P62333	P60900
P43686	P60900
P35998	P60900
P28066	P60900
P25786	Q8TAA3
P25787	Q8TAA3
P25788	Q8TAA3
P25789	Q8TAA3
P28066	Q8TAA3
P60900	Q8TAA3
P62333	O14818
P25788	P20618
P25789	P20618
P28066	P20618
P60900	P20618
Q8TAA3	P20618
O14818	P20618
P62333	P49721
P62191	P49721
P35998	P49721
P62195	P49721
P25788	P49721
P25789	P49721
P28066	P49721
P60900	P49721
Q8TAA3	P49721
O14818	P49721
P20618	P49721
P62333	P49720
P35998	P49720
P62195	P49720
P25788	P49720
P25789	P49720
P28066	P49720
P60900	P49720
O14818	P49720
P17980	P28070
P25788	P28070
P25789	P28070
P28066	P28070
P60900	P28070
Q8TAA3	P28070
O14818	P28070
P20618	P28070
P49721	P28070
P49720	P28070
P62333	P28074
P62191	P28074
P25789	P28074
P28066	P28074
P60900	P28074
Q8TAA3	P28074
O14818	P28074
P28070	P28074
P25788	P28072
P25789	P28072
P28066	P28072
P60900	P28072
Q8TAA3	P28072
O14818	P28072
P20618	P28072
P49721	P28072
P28070	P28072
P28074	P28072
P17980	Q99436
P25788	Q99436
P28066	Q99436
P60900	Q99436
Q8TAA3	Q99436
O14818	Q99436
P28070	Q99436
P62333	O00231
P62191	O00231
P17980	O00231
P35998	O00231
P25786	O00231
P25787	O00231
P28066	O00231
O14818	O00231
P20618	O00231
P49720	O00231
P28074	O00231
P62191	O00232
P35998	O00232
P62195	O00232
P25786	O00232
P25787	O00232
P20618	O00232
P28074	O00232
P28072	O00232
O00231	O00232
P20618	Q9UNM6
P49720	Q9UNM6
P25786	P51665
P28066	P51665
Q8TAA3	P51665
P20618	P51665
P49721	P51665
P49720	P51665
P28070	P51665
P28074	P51665
P28072	P51665
P17980	O00487
P25786	O00487
P20618	O00487
P17980	Q99460
P35998	Q99460
P25787	Q99460
P25789	Q99460
P28066	Q99460
P60900	Q99460
P20618	Q99460
P49721	Q99460
P49720	Q99460
P28070	Q99460
P28074	Q99460
P28072	Q99460
O00231	Q99460
O00232	Q99460
P25786	Q13200
P25788	Q13200
P25789	Q13200
P60900	Q13200
O14818	Q13200
P20618	Q13200
P49721	Q13200
P49720	Q13200
P28070	Q13200
P28074	Q13200
O00231	Q13200
O00232	Q13200
Q99460	Q13200
P17980	O43242
P35998	O43242
P60900	O43242
O14818	O43242
P20618	O43242
P28070	O43242
O00231	O43242
O00232	O43242
Q99460	O43242
Q13200	O43242
P62191	P55036
P25787	P55036
Q99460	P55036
O43242	P55036
P28066	Q15008
O14818	Q15008
P62333	P48556
P25787	P48556
P25789	P48556
P60900	P48556
O14818	P48556
P20618	P48556
P49721	P48556
P49720	P48556
O00231	P48556
O00232	P48556
Q99460	P48556
O43242	P48556
P55036	P48556
P62195	Q9UL46
P62913	P30050
P62906	P50914
P30050	P50914
P26373	P50914
P62906	P61313
P62913	P61313
P26373	P61313
P50914	P61313
P62906	P18621
P26373	P18621
P50914	P18621
P61313	P18621
P62906	Q02543
P50914	Q02543
P30050	Q07020
P26373	Q07020
P61313	Q07020
P62906	P84098
P62913	P84098
P30050	P84098
P26373	P84098
P50914	P84098
P61313	P84098
P18621	P84098
Q02543	P84098
P62906	P46778
P26373	P46778
P50914	P46778
P61313	P46778
P18621	P46778
Q02543	P46778
Q07020	P46778
P84098	P46778
P61313	P35268
P50914	P62750
P61313	P62750
Q02543	P62750
P26373	P62829
P61313	P62829
Q02543	P62829
P62750	P62829
P62906	P83731
P62913	P83731
P26373	P83731
P50914	P83731
P61313	P83731
P18621	P83731
Q02543	P83731
P84098	P83731
P62829	P83731
P62913	P46776
P61313	P46776
Q07020	P46776
P30050	P61353
P50914	P61353
P62829	P61353
P62750	P47914
P62906	P62888
P30050	P62888
P61313	P62888
Q02543	P62888
P62906	P62899
P30050	P62899
P61313	P62899
P18621	P62899
Q02543	P62899
P46778	P62899
P62750	P62899
P62829	P62899
P61353	P62899
P62906	P62910
P30050	P62910
P50914	P62910
Q07020	P62910
P62906	P61513
P26373	P61513
P50914	P61513
P61313	P61513
P18621	P61513
P84098	P61513
P62829	P61513
P83731	P61513
P46776	P61513
P62888	P61513
P62906	P39023
P30050	P39023
P50914	P39023
P61313	P39023
P18621	P39023
Q02543	P39023
P30050	P36578
P26373	P36578
P50914	P36578
P61313	P36578
P18621	P36578
Q02543	P36578
P83731	P36578
P62888	P36578
P39023	P36578
P62906	P46777
P30050	P46777
P26373	P46777
P50914	P46777
P61313	P46777
P18621	P46777
Q02543	P46777
Q07020	P46777
P46778	P46777
P62750	P46777
P46776	P46777
P47914	P46777
P62888	P46777
P62899	P46777
P62910	P46777
P39023	P46777
P36578	P46777
P62913	Q02878
P26373	Q02878
P50914	Q02878
P61313	Q02878
Q02543	Q02878
Q07020	Q02878
P84098	Q02878
P83731	Q02878
P46776	Q02878
P62888	Q02878
P61513	Q02878
P36578	Q02878
P62906	P62424
P26373	P62424
P50914	P62424
P61313	P62424
P18621	P62424
Q07020	P62424
P46778	P62424
P62829	P62424
P46776	P62424
P62888	P62424
P62899	P62424
Q02878	P62424
P62913	P18124
P50914	P18124
P61313	P18124
P18621	P18124
P84098	P18124
P83731	P18124
P46776	P18124
P62888	P18124
P62899	P18124
P62910	P18124
P39023	P18124
Q02878	P18124
P62424	P18124
P62906	P62917
P61313	P62917
Q02543	P62917
Q07020	P62917
P62829	P62917
P47914	P62917
P62910	P62917
P46777	P62917
P62906	P32969
P50914	P32969
P61313	P32969
P18621	P32969
Q02543	P32969
P84098	P32969
P62829	P32969
P83731	P32969
P61353	P32969
P47914	P32969
P39023	P32969
P62424	P32969
P18124	P32969
P62917	P32969
P19387	P36954
P62899	P46783
P62906	P62280
P30050	P62280
P50914	P62280
P18621	P62280
Q02543	P62280
P46778	P62280
P83731	P62280
P62888	P62280
P61513	P62280
P62913	P25398
Q02543	P25398
Q02878	P25398
P62280	P25398
P18621	P62277
P84098	P62277
P46778	P62277
P62888	P62277
P36578	P62277
P46777	P62277
P62424	P62277
P18124	P62277
P46783	P62277
P62913	P62263
P61313	P62263
Q07020	P62263
P62888	P62263
P62899	P62263
P61513	P62263
P36578	P62263
P18124	P62263
P62280	P62263
P62906	P62244
P62913	P62244
P30050	P62244
P50914	P62244
P61313	P62244
Q02543	P62244
P84098	P62244
P46778	P62244
P62829	P62244
P83731	P62244
P61353	P62244
P47914	P62244
P62888	P62244
P61513	P62244
P36578	P62244
Q02878	P62244
P62424	P62244
P32969	P62244
P62280	P62244
P25398	P62244
P62263	P62244
Q02878	P62841
P18124	P62841
P62913	P62249
P26373	P62249
P61313	P62249
Q02543	P62249
P84098	P62249
P62750	P62249
P46776	P62249
P61353	P62249
P62899	P62249
P39023	P62249
P36578	P62249
P62424	P62249
P18124	P62249
P32969	P62249
P05386	P62249
P62277	P62249
P83731	P08708
P61353	P08708
P61513	P08708
P30050	P39019
P18621	P39019
Q02543	P39019
P84098	P39019
P46778	P39019
P62750	P39019
P46777	P39019
P18124	P39019
P62280	P39019
P62244	P39019
P62913	P60866
P30050	P60866
P61313	P60866
P18621	P60866
Q02543	P60866
P46778	P60866
P83731	P60866
P62424	P60866
P32969	P60866
Q07020	P63220
P46777	P63220
P32969	P63220
P62244	P63220
P62906	P62266
P62913	P62266
P30050	P62266
P26373	P62266
P50914	P62266
P61313	P62266
P18621	P62266
Q02543	P62266
Q07020	P62266
P46778	P62266
P62829	P62266
P61353	P62266
P47914	P62266
P62899	P62266
P61513	P62266
P39023	P62266
Q02878	P62266
P62424	P62266
P62917	P62266
P32969	P62266
P62280	P62266
P62263	P62266
P62249	P62266
P39019	P62266
P60866	P62266
P63220	P62266
P62906	P62847
P62913	P62847
P30050	P62847
P50914	P62847
P62888	P62847
P62899	P62847
Q02878	P62847
P62277	P62847
P62263	P62847
P08708	P62847
Q07020	P62851
P83731	P62851
P62249	P62851
P60866	P62851
P62266	P62851
Q02543	P62854
P84098	P62854
P62899	P62854
P62280	P62854
P62277	P62854
P62244	P62854
P62249	P62854
Q02543	P62979
P84098	P62979
Q02878	P62979
P32969	P62979
P62249	P62979
P62266	P62979
P62847	P62979
P62913	P62857
P18621	P62857
P46777	P62857
P32969	P62857
P63220	P62857
P62266	P62857
P62906	P15880
P62913	P15880
P50914	P15880
Q02543	P15880
Q07020	P15880
P84098	P15880
P46778	P15880
P83731	P15880
P62888	P15880
P62899	P15880
P62910	P15880
P61513	P15880
P39023	P15880
P36578	P15880
P46777	P15880
Q02878	P15880
P32969	P15880
P62277	P15880
P62263	P15880
P62249	P15880
P62979	P15880
P62249	P62861
P30050	P61247
P50914	P61247
P18621	P61247
Q07020	P61247
P84098	P61247
P46778	P61247
P83731	P61247
P46776	P61247
P61513	P61247
P39023	P61247
Q02878	P61247
P18124	P61247
P62917	P61247
P32969	P61247
P62280	P61247
P62277	P61247
P62244	P61247
P62249	P61247
P63220	P61247
P62847	P61247
P62906	P23396
P62913	P23396
P30050	P23396
P26373	P23396
P50914	P23396
P61313	P23396
P18621	P23396
Q02543	P23396
Q07020	P23396
P84098	P23396
P46778	P23396
P62750	P23396
P83731	P23396
P62910	P23396
P61513	P23396
P39023	P23396
Q02878	P23396
P62424	P23396
P62917	P23396
P62244	P23396
P62266	P23396
P62847	P23396
P62854	P23396
P15880	P23396
P61247	P23396
P62906	P62701
P50914	P62701
P61313	P62701
Q02543	P62701
P46778	P62701
P46776	P62701
P61513	P62701
P46777	P62701
P18124	P62701
P46783	P62701
P62280	P62701
P25398	P62701
P62277	P62701
P62263	P62701
P62244	P62701
P60866	P62701
P62266	P62701
P62847	P62701
P62857	P62701
P23396	P62701
Q02543	P46782
Q07020	P46782
P83731	P46782
P62266	P46782
P15880	P46782
Q02543	P62753
P83731	P62753
P61513	P62753
P36578	P62753
P25398	P62753
P62244	P62753
P62249	P62753
P39019	P62753
P60866	P62753
P63220	P62753
P62266	P62753
P62847	P62753
P62857	P62753
P61247	P62753
P62701	P62753
P61313	P62081
Q02543	P62081
P62899	P62081
P46777	P62081
Q02878	P62081
P62277	P62081
P62244	P62081
P62841	P62081
P15880	P62081
P23396	P62081
P62906	P62241
P62913	P62241
P30050	P62241
P26373	P62241
P50914	P62241
P61313	P62241
P18621	P62241
Q02543	P62241
Q07020	P62241
P84098	P62241
P46778	P62241
P62829	P62241
P83731	P62241
P46776	P62241
P62888	P62241
P62899	P62241
P42766	P62241
P61513	P62241
P39023	P62241
P36578	P62241
P46777	P62241
Q02878	P62241
P62424	P62241
P18124	P62241
P62917	P62241
P32969	P62241
P62280	P62241
P62244	P62241
P62249	P62241
P62266	P62241
P62847	P62241
P62979	P62241
P61247	P62241
P23396	P62241
P46782	P62241
P62753	P62241
P62906	P46781
P30050	P46781
P27635	P08865
P61513	P08865
P62424	P08865
P62841	P08865
P62266	P08865
P62847	P08865
P62857	P08865
P61247	P08865
P62241	P08865
Q12874	O75533
P55769	Q13243
Q15459	Q13243
Q15459	Q16629
O75533	P62316
Q15393	P62316
Q6P2Q9	P62318
P62316	P62318
Q12904	P41252
P07814	Q15046
P41252	Q15046
P07814	Q9P2J5
P41252	Q9P2J5
Q15046	Q9P2J5
Q12904	P47897
P07814	P47897
P41252	P47897
Q15046	P47897
P41252	P54136
P48643	P49368
P78371	P50990
P49368	P50990
P50991	P40227
P48643	P40227
P49368	P40227
P50990	P40227
Q13242	P26368
Q99613	Q13347
P62195	P60900
O14818	O00487
Q12904	P07814
P28070	P48556
Q8TAA3	P49720
P25786	Q99460
P35998	P25786
O60832	Q9NX24
P84098	P62917
P46777	P05387
P36578	P23396
P60900	O00232
P41252	P56192
Q9P2J5	P47897
O14818	P51665
O00487	Q13200
P49720	P28072
P62195	P28074
P49721	Q15008
P25786	P48556
Q07020	P62750
P25788	O43242
P62333	P55036
P09661	O75533
P62191	P48556
O14818	Q99460
P62829	P62277
Q15046	P54136
P18124	P62847
P50914	Q07020
P39023	Q02878
P25786	O43242
P20618	Q15008
P84098	P62750
P62280	P62249
P62266	P15880
P39023	P62841
P62314	O75643
Q07020	P62888
P50914	P62917
P62847	P62081
P62829	P36578
P62750	P62241
P62191	P28072
P25788	Q99460
P26373	P62750
P25789	P51665
P28072	O00487
P62249	P08708
P61247	P62701
P46777	P62847
P39023	P62424
P60866	P15880
P62333	P25789
P50914	P62854
P08708	P15880
Q9Y5K8	Q16864
P36578	P62266
P50914	P62851
P43686	Q8TAA3
P50914	P62899
P52434	O15160
O43324	P07814
P50991	P49368
P50991	Q99832
P49721	O00232
P15880	P08865
Q07020	P62847
P36578	P46782
Q02878	P62280
P27635	P62249
P36578	P62701
P05387	P62081
O43324	Q15046
P35998	Q8TAA3
P28070	P55036
P62280	P15880
P84098	P62847
P50914	P35268
P36578	P05386
P49721	Q9UNM6
P62906	P62750
Q12904	P56192
P14868	P47897
P62191	Q8TAA3
P49721	O43242
P68104	P24534
P84098	P62280
Q02543	P62847
P18074	P51948
P17980	P20618
P35998	P28066
P62841	P39019
P46777	P25398
P62424	P62847
P18621	P62847
P62266	P62847
P46783	P23396
P62280	P62081
P25789	O00232
P35998	P28072
P28070	P28062
P35998	P55036
O75489	O00217
P50914	P47914
P18124	P62917
P62829	P62263
P62829	P15880
Q9P086	Q9NVC6
P62424	P25398
P35268	P62266
P84098	P62857
P28072	Q13200
O75489	O75251
O75251	O00217
P25789	Q9UNM6
P28066	Q13200
P62333	P28066
P49721	O00487
P62910	P62424
P62910	P62241
P21281	P36543
P05386	P15880
P62277	P23396
P61353	P63220
P61353	P62701
P62333	O43242
P62191	O43242
P25787	O43242
P62195	P55036
P49721	P55036
P28074	P55036
Q12874	Q15393
A5YKK6	Q92600
P28066	O00487
P09661	Q15393
P61353	P62854
P62750	P62244
P28070	Q15008
P62888	P62899
Q8TAA3	Q13200
P49720	O43242
P25786	P55036
P18124	P62280
P50914	P60866
O75643	Q15029
P46777	P08708
P46778	P62854
Q9P086	Q9NPJ6
P35998	Q99436
P28066	P28062
P61353	P62847
P46778	P62829
P36578	P62424
P51948	Q13889
P05387	P61247
P62888	P62701
O14818	P55036
P09661	O75643
P83731	P46776
P62910	P36578
P56192	P47897
P61353	Q02878
Q99436	P51665
Q15393	Q15427
P39023	P60866
P46777	P60866
P62277	P62979
Q9Y285	Q9NSD9
P27635	P62277
P62888	P62081
P62829	P62847
P61313	Q02543
P61513	P36578
P62854	P62753
P46776	P60866
P62829	P62701
Q9UJX6	Q9UM13
P62750	P15880
P62244	P15880
P62829	P05387
Q9NPD3	Q9NQT4
P62280	P62979
P62263	P23396
Q99436	Q9UNM6
Q99436	Q13200
P28070	O00487
P62910	P60866
P62979	P61247
Q15393	Q9BWJ5
P27635	P62847
P43686	O00487
P62888	P62917
P46777	P62263
P62888	P46781
P62854	P15880
P49770	Q9NR50
P60900	O00231
P62899	P23396
P62424	P46781
P63220	P15880
P50914	P62829
P25789	Q15008
P09661	Q15459
P62316	O75643
P18621	P62910
P25398	P63220
P61163	Q13561
P62829	P23396
P60900	O00487
P62847	P62854
Q13200	P55036
P62750	P60866
P61513	P18124
P18621	P62244
P30050	P62854
P07814	P56192
P18124	P62273
P50914	P46782
O43390	Q13243
P62263	P46782
P62318	O75643
P36578	P62847
P05386	P62081
O14818	O00232
Q07020	P60866
P49720	O00487
P30050	P46776
P61313	P62847
P14868	Q9P2J5
P36543	Q16864
O75586	O43513
Q99436	O00487
P62280	P62753
P18621	P62249
Q07020	P62280
P62913	P62081
P60866	P63220
Q02543	P62277
Q15459	O75533
P30050	P63220
P61313	P62979
P46777	P62854
Q9H9Y6	O15160
Q99613	O15371
P62750	P62081
P62906	P47914
P62910	P62244
P25789	O00231
Q99436	O43242
P61353	P15880
P60866	P62854
P62750	P61247
P05387	P62701
Q12904	Q9P2J5
P25398	P62277
P05386	P62701
O43324	P41252
P60866	P61247
P62333	P28072
Q96A65	O00471
P25788	O00231
P48643	Q99832
P63173	P62857
P28066	O43242
P68363	P68371
Q02543	P61513
P83731	P39019
P05387	P62847
P62917	P46781
P26373	P35268
P46783	P62263
P05386	P62280
P05387	P62277
P05388	P62979
Q6P2Q9	P62304
P62195	P28062
O75251	P19404
P61513	P46782
P46783	P62854
O00231	P55036
P60866	P62857
P30876	P36954
P46783	P15880
P46778	P62847
P62333	Q8TAA3
P68363	Q9BUF5
P19388	O14802
P18124	P60866
P60900	P51665
P18621	P62750
P83731	P62854
P18621	P62829
P27635	P36578
P62244	P62979
P25788	P51665
P47914	P62249
P25786	P61289
P05387	P62249
P25787	Q13200
P05388	P62244
P62829	P62081
P61353	P46781
O43324	P14868
P62424	P62280
P62249	P60866
P25705	P30049
P27635	P50914
Q71U36	P68371
P05386	P62753
P83731	P25398
P84098	P60866
P55769	Q15287
P09661	P62316
P17980	Q8TAA3
P52272	Q9Y5S9
P05386	P62241
Q9NPJ6	O75586
P62888	P61927
P51946	P18074
P68104	P62280
P18124	P62857
P35998	Q9UL46
P62899	P32969
P62847	P15880
P60866	P08865
Q7RTV0	Q15393
P35268	P62280
P19388	P36954
O75306	P03886
P25788	P28062
P25786	P28062
Q12789	Q9Y5Q8
P36578	P62851
P49721	P28062
P25398	P46782
P05387	P62841
P47914	P15880
P18621	P62979
Q6P2Q9	P62314
P28066	Q9UNM6
P28072	P48556
P63173	P62244
Q12789	Q8WUA4
P05386	P46782
P84098	P63220
P35998	P25787
Q15393	O75643
P62195	Q8TAA3
P30050	P62857
Q9P2J5	P56192
Q71U36	P07437
Q12789	Q9Y5Q9
Q7RTV0	P09661
P20618	Q06323
P62910	P61247
O75306	O00217
P19404	P03886
P28066	O00232
P28066	P55036
P83731	P62847
P62191	P25789
P28070	Q9UNM6
P05388	P15880
P05387	P15880
O43324	P56192
O75533	Q01081
P52434	Q9NW08
P50914	P05387
P61313	P39019
P49720	O00232
P60900	P55036
O00217	P03886
P62191	P28066
