PPI,ClusterSize,ClusterScore
CD19__BCells_neg__sel_,998,0.0594609031689
CD19__BCells_neg__sel_,1558,0.103441528869
CD19__BCells_neg__sel_,1025,0.126732130056
CD19__BCells_neg__sel_,2854,0.105671272147
CD19__BCells_neg__sel_,214,0.0839489228578
CD19__BCells_neg__sel_,604,0.164074844173
CD19__BCells_neg__sel_,419,-0.00115029886446
CD19__BCells_neg__sel_,483,0.0140945976374
CD19__BCells_neg__sel_,654,0.0822258855054
CD19__BCells_neg__sel_,4,-0.0323374068964
CD19__BCells_neg__sel_,4,0.0
CD19__BCells_neg__sel_,409,0.148001970239
CD19__BCells_neg__sel_,19,-0.0120535415833
CD19__BCells_neg__sel_,268,0.152978273592
CD19__BCells_neg__sel_,4,0.636357391768
CD19__BCells_neg__sel_,9,-0.114159413129
CD19__BCells_neg__sel_,4,0.0
CD19__BCells_neg__sel_,4,0.138261760129
CD19__BCells_neg__sel_,5,-0.130988839138
CD19__BCells_neg__sel_,6,-0.265575850309
CD19__BCells_neg__sel_,7,0.0262804948203
CD19__BCells_neg__sel_,9,0.0442634760337
CD19__BCells_neg__sel_,8,0.526995623841
CD33__Myeloid,2125,0.11998348971
CD33__Myeloid,894,0.173819871897
CD33__Myeloid,717,0.0719022144115
CD33__Myeloid,591,0.0322280846879
CD33__Myeloid,908,0.102516670993
CD33__Myeloid,381,0.0339781832564
CD33__Myeloid,2854,0.106169249979
CD33__Myeloid,602,0.0827345629685
CD33__Myeloid,1563,0.0956028662962
CD33__Myeloid,525,0.120169623139
CD33__Myeloid,890,0.143033505025
CD33__Myeloid,316,0.00674815789092
CD33__Myeloid,4,0.0
CD33__Myeloid,269,0.152978273592
CD33__Myeloid,5,0.0
CD33__Myeloid,4,0.636357391768
CD33__Myeloid,9,-0.114159413129
CD33__Myeloid,14,-0.0590776576238
CD33__Myeloid,4,0.0
CD33__Myeloid,4,0.138261760129
CD33__Myeloid,5,-0.130988839138
CD33__Myeloid,6,-0.265575850309
CD33__Myeloid,7,0.0262804948203
CD33__Myeloid,9,0.0442634760337
CD33__Myeloid,8,0.526995623841
CD34_,1960,0.108717521079
CD34_,634,0.186202470888
CD34_,663,0.071785533199
CD34_,544,0.0537312446846
CD34_,1447,0.103045807866
CD34_,682,0.15716742245
CD34_,1020,0.131134989667
CD34_,841,0.0908798497977
CD34_,2999,0.129872099484
CD34_,665,0.012067864566
CD34_,733,0.0466404876565
CD34_,96,0.0721360242583
CD34_,4,-0.0323374068964
CD34_,4,0.0
CD34_,266,0.180195367142
CD34_,13,0.182019765618
CD34_,82,0.322736715984
CD34_,4,0.636357391768
CD34_,9,-0.114159413129
CD34_,7,-0.100764879763
CD34_,4,0.0
CD34_,4,0.138261760129
CD34_,5,-0.130988839138
CD34_,6,-0.265575850309
CD34_,7,0.0262804948203
CD34_,9,0.0442634760337
CD4__Tcells,2339,0.117468558544
CD4__Tcells,862,0.176387519567
CD4__Tcells,108,0.180418239249
CD4__Tcells,427,0.0461941403182
CD4__Tcells,1531,0.102258125537
CD4__Tcells,1040,0.100710548042
CD4__Tcells,2746,0.101547131396
